Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Terry	Gary		C	VA05	2024	5/14/2024	10060261
Hon.	Thanedar	Shri		P	MI13	2024	2/23/2024	20024468
Hon.	Thanedar	Shri		P	MI13	2024	5/15/2024	20024862
	Thelusca	Joe		C	FL23	2024	6/11/2024	10060156
	Thelusca	Joe		X	FL23	2024	5/14/2024	30021298
	Theriault	Austin Leo		C	ME02	2024	5/10/2024	10060453
Dr.	Thiam	Brenda J.		C	MD06	2024	5/16/2024	10057740
	Titley	Bob R.		C	TN05	2024	10/1/2024	10062987
	Todd	Chester		C	WI01	2024	8/3/2024	10062608
	Todd	Mary		C	MT01	2024	3/2/2024	10056850
	Todd	Terris Eugene		C	VA07	2024	4/18/2024	10056958
	Toma	Ben		C	AZ08	2024	5/15/2024	10061787
	Torres	Jerry		C	VA08	2024	5/9/2024	10060309
	Tran	Derek		C	CA45	2024	8/9/2024	10057704
	Tran	Derek		X	CA45	2024	4/23/2024	30019823
	Tranel	Monica		C	MT01	2024	5/15/2024	10061153
Hon.	Trone	David		P	MD06	2024	5/15/2024	20024730
Dr.	Tsai	Rick		C	OH06	2024	1/22/2024	10056595
	Tupa	Ronald		C	CO07	2024	4/29/2024	10059279
Ms.	Urban	Libbi Deann		C	MI05	2024	6/13/2024	10062061
	Valimont	Gay		C	FL01	2024	5/15/2024	10061413
	Vallejo	Michelle		C	TX15	2024	5/15/2024	10061832
	Vallien	Michael	Jr.	C	LA05	2024	9/11/2024	10062904
	Van Ostern	Kevin Colin		C	NH02	2024	8/11/2024	10062551
	Van Ostern	Kevin Colin		X	NH02	2024	5/14/2024	8220303
	Vance	Michael		D	CO05	2024	8/2/2024	8220571
	Varela	Stephen A.		C	CO03	2024	5/15/2024	10061110
	Varela	Stephen A.		X	CO03	2024	5/17/2024	30021727
	Vargas	Anthony 'Tony'		C	NE02	2024	8/13/2024	10059308
	Vargas	Anthony 'Tony'		X	NE02	2024	4/30/2024	30020992
	Vartan	Gregory	III	C	NJ07	2024	5/14/2024	10060903
	Vazquez	Rudy Kassime		D	FL01	2024	5/28/2024	40003659
	Vega	Jose David		C	NY15	2024	3/4/2024	10056742
Mr.	Vera	Lalo	Jr.	A	IN01	2024	5/15/2024	10061846
Mr.	Vera	Lalo	Jr.	C	IN01	2024	3/25/2024	10056928
	Villafane Ramos	William Ely		C	PR00	2024	5/5/2024	10057754
	Villarreal Rigney	John		C	TX15	2024	2/4/2024	10056644
	Vindman	Yevgeny 'Eugene'		C	VA07	2024	8/13/2024	10057709
	Vindman	Yevgeny 'Eugene'		X	VA07	2024	4/23/2024	30019825
	Vine	Melissa		C	IA03	2024	5/15/2024	10061368
	Virgil	Kevin		C	IA04	2024	5/11/2024	10056859
	Wagenhauser	David		C	NY24	2024	5/8/2024	10060160
	Wagner	Paul Michael		C	NH02	2024	7/9/2024	10062428
	Wagner	Paul Michael		D	NH02	2024	5/14/2024	40003641
	Walbridge	Brian		C	TX31	2024	5/8/2024	10060104
	Walker	Christopher		C	WV02	2024	3/10/2024	10056655
	Walker	Christopher		X	WV02	2024	1/29/2024	30019578
	Walker	Edward Alan		C	MT02	2024	5/3/2024	10059722
	Walleck	Connor		C	WI01	2024	8/31/2024	10062870
	Warren	Darren		D	NC10	2024	2/22/2024	40003607
Ms.	Washburn	Amy Irene		C	WI06	2024	4/18/2024	10057712
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	1/31/2024	20024403
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	6/10/2024	20025179
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	7/1/2024	20025360
Hon.	Wasserman Schultz	Debbie		P	FL25	2024	9/5/2024	20025793
	Waters	Dom		W		2024		8220146
	Waters	Mary		X	MI13	2024	5/17/2024	30021827
	Watson	Annette		D	MN07	2024	5/6/2024	8220307
Ms.	Weatherford	Dorothy La'Tanya		C	PA24	2024	8/27/2024	10062830
Hon.	Webster	Daniel		P	FL11	2024	6/10/2024	20025243
	Weinkrantz	Mark		C	FL13	2024	5/14/2024	10061151
	Weinroth	Robert S.		C	FL23	2024	7/12/2024	10059740
	Weinroth	Robert S.		X	FL23	2024	5/8/2024	30021128
Mr.	Welde	Matthew Brady		C	WA05	2024	7/16/2024	10060256
Mr.	Welde	Matthew Brady		X	WA05	2024	5/14/2024	30021340
	Welzer	Steven		C	NJ03	2024	4/5/2024	10056967
	Whalen	Eric		X	IN03	2024	5/17/2024	30021847
	Whitesides	George		C	CA27	2024	8/9/2024	8220611
	Whitesides	George		X	CA27	2024	5/14/2024	8220284
	Whitley	Rebecca G.		X	NH02	2024	5/17/2024	30021843
	Wied	Tony		C	WI08	2024	7/12/2024	10059795
	Wied	Tony		X	WI08	2024	5/8/2024	30021133
	Wildes	Michael		C	NJ05	2024	5/9/2024	8220314
	Wilkin	Shane		C	OH02	2024	2/18/2024	10056794
	Wilkin	Shane		D	OH02	2024	1/18/2024	8220116
	Wilkin	Shane		X	OH02	2024	2/7/2024	8220133
	Wilkinson	Margarita		W	CA49	2024	4/25/2024	7947
Hon.	Williams	Brandon McDonald		P	NY22	2024	7/2/2024	20025387
Hon.	Williams	Brandon McDonald		P	NY22	2024	7/10/2024	20025437
	Williams	David		C	CO05	2024	5/25/2024	10059678
	Williams	David		X	CO05	2024	5/8/2024	30021108
	Williams	Lily Tang		A	NH02	2024	9/13/2024	10062916
	Williams	Lily Tang		C	NH02	2024	9/13/2024	10062909
Hon.	Williams	Roger		P	TX25	2024	6/12/2024	20025151
	Wilson	J.D.		C	MI01	2024	7/5/2024	10061560
	Wilson	J.D.		X	MI01	2024	5/17/2024	30021975
	Wimberly	Benjie E.		C	NJ09	2024	10/4/2024	10063001
	Wirth	Cynthia		C	IN06	2024	5/14/2024	10060602
	Withrow	Adam Joseph		D	CO03	2024	5/9/2024	40003636
	Witkop	Thomas		C	FL21	2024	3/4/2024	10056855
	Wittrock	Quentin		W		2024		8220309
	Woodward	Nathaniel E.		D	UT02	2024	8/13/2024	40003683
	Woodward	Rhonda		C	FL02	2024	5/24/2024	10061971
Dr.	Wooten	Duane M.		C	AZ03	2024	5/14/2024	10061044
	Wright	Glenn J.		C	UT03	2024	4/22/2024	10058833
	Wright	Steven William		C	TX35	2024	5/12/2024	10060640
	Xiong	May Lor		A	MN04	2024	5/13/2024	10060900
	Xiong	May Lor		C	MN04	2024	5/13/2024	10060893
Hon.	Yakym	Rudy	III	P	IN02	2024	1/22/2024	20024353
Hon.	Yakym	Rudy	III	P	IN02	2024	1/29/2024	20024392
Hon.	Yakym	Rudy	III	P	IN02	2024	5/31/2024	20025165
Hon.	Yakym	Rudy	III	P	IN02	2024	6/28/2024	20025348
Hon.	Yakym	Rudy	III	P	IN02	2024	7/11/2024	20025448
Hon.	Yakym	Rudy	III	P	IN02	2024	8/5/2024	20025597
Hon.	Yakym	Rudy	III	P	IN02	2024	9/10/2024	20025829
Hon.	Yakym	Rudy	III	P	IN02	2024	9/26/2024	20025910
Hon.	Yakym	Rudy	III	P	IN02	2024	10/17/2024	20026036
	Yarbrough	Calil Antwoin D'Sean		W	CO05	2024	4/18/2024	7927
	Young	Bill		C	SC01	2024	6/8/2024	10062165
	Young	Diane		X	MI10	2024	5/14/2024	8220296
	Young	Geoffrey M.		C	KY03	2024	4/5/2024	8220237
	Young	Rubin Mr		X	FL25	2024	4/23/2024	30019826
	Yu	Peter		A	CO04	2024	1/31/2024	10056687
	Yu	Peter		C	CO04	2024	1/28/2024	10056654
	Zarbano	John		C	WI06	2024	5/8/2024	8220315
	Zinn	Stacy		C	MT02	2024	5/15/2024	10061149
